app,lib/blue-eyes/generators/app/templates/spec/spec_helper.rb,,3
app,lib/blue-eyes/generators/app/templates/spec/application_controller_spec.rb,,1
app,lib/blue-eyes/generators/controller/controller_generator.rb,,2
app,lib/blue-eyes/generators/model/model_generator.rb,,1
app,lib/blue-eyes.rb,,1
camel_case,spec/string_extension_spec.rb,,7
camel_case,tags,,4
camel_case,lib/blue-eyes/generators/app/templates/app/views/layout.erb.tt,,2
camel_case,lib/blue-eyes/generators/controller/controller_generator.rb,,1
camel_case,lib/blue-eyes/generators/model/model_generator.rb,,2
camel_case,lib/extensions/string.rb,,3
camel_case!,tags,,2
camel_case!,lib/extensions/string.rb,,1
create_app_directory,tags,,2
create_app_directory,lib/blue-eyes/generators/app/app_generator.rb,,1
create_app_spec,tags,,2
create_app_spec,lib/blue-eyes/generators/app/app_generator.rb,,1
create_capistrano_config,tags,,2
create_capistrano_config,lib/blue-eyes/generators/app/app_generator.rb,,1
create_config,tags,,2
create_config,lib/blue-eyes/generators/app/app_generator.rb,,1
create_controller,tags,,4
create_controller,lib/blue-eyes/generators/controller/controller_generator.rb,,1
create_controller,lib/blue-eyes/generators/scaffold/scaffold_generator.rb,,1
create_database_initializer,tags,,2
create_database_initializer,lib/blue-eyes/generators/app/app_generator.rb,,1
create_db_config,tags,,2
create_db_config,lib/blue-eyes/generators/app/app_generator.rb,,1
create_empty_directories,tags,,2
create_empty_directories,lib/blue-eyes/generators/app/app_generator.rb,,1
create_gemfile,tags,,2
create_gemfile,lib/blue-eyes/generators/app/app_generator.rb,,1
create_migration,tags,,2
create_migration,lib/blue-eyes/generators/model/model_generator.rb,,1
create_model,tags,,4
create_model,lib/blue-eyes/generators/model/model_generator.rb,,1
create_model,lib/blue-eyes/generators/scaffold/scaffold_generator.rb,,1
create_public_directory,tags,,2
create_public_directory,lib/blue-eyes/generators/app/app_generator.rb,,1
create_rakefile,tags,,2
create_rakefile,lib/blue-eyes/generators/app/app_generator.rb,,1
create_readme,tags,,2
create_readme,lib/blue-eyes/generators/app/app_generator.rb,,1
create_redis_config,tags,,2
create_redis_config,lib/blue-eyes/generators/app/app_generator.rb,,1
create_redis_initializer,tags,,2
create_redis_initializer,lib/blue-eyes/generators/app/app_generator.rb,,1
create_rvm_gemset,tags,,2
create_rvm_gemset,lib/blue-eyes/generators/app/app_generator.rb,,1
create_spec_helper,tags,,2
create_spec_helper,lib/blue-eyes/generators/app/app_generator.rb,,1
create_views,tags,,2
create_views,lib/blue-eyes/generators/controller/controller_generator.rb,,1
directory_name,spec/string_extension_spec.rb,,1
directory_name,tags,,2
directory_name,lib/blue-eyes/generators/app/app_generator.rb,,1
directory_name,lib/extensions/string.rb,,1
exit_on_failure,tags,,2
exit_on_failure,lib/blue-eyes/cli.rb,,1
file_name,spec/string_extension_spec.rb,,5
file_name,tags,,4
file_name,lib/blue-eyes/generators/app/app_generator.rb,,1
file_name,lib/blue-eyes/generators/controller/controller_generator.rb,,3
file_name,lib/blue-eyes/generators/model/model_generator.rb,,4
file_name,lib/extensions/string.rb,,3
file_name!,tags,,2
file_name!,lib/extensions/string.rb,,1
initialize_git_repo,tags,,2
initialize_git_repo,lib/blue-eyes/generators/app/app_generator.rb,,1
install_dependencies,tags,,2
install_dependencies,lib/blue-eyes/generators/app/app_generator.rb,,1
setup,tags,,6
setup,README.md,,1
setup,lib/blue-eyes/generators/app/app_generator.rb,,1
setup,lib/blue-eyes/generators/app/templates/config/environment.rb,,1
setup,lib/blue-eyes/generators/controller/controller_generator.rb,,1
setup,lib/blue-eyes/generators/model/model_generator.rb,,1
source_root,spec/blue-eyes/cli_spec.rb,,2
source_root,tags,,6
source_root,lib/blue-eyes/generators/app/app_generator.rb,,1
source_root,lib/blue-eyes/generators/controller/controller_generator.rb,,1
source_root,lib/blue-eyes/generators/model/model_generator.rb,,1
version,spec/blue-eyes/version_spec.rb,,5
version,tags,,4
version,README.md,,1
version,blue-eyes.gemspec,,2
version,lib/blue-eyes/cli.rb,,4
version,lib/blue-eyes/generators/app/app_generator.rb,,2
version,lib/blue-eyes/generators/model/model_generator.rb,,2
version,lib/blue-eyes.rb,,1
